Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.08, 1.66, 9.00, -0.02, -0.00, -0.05
50, -1.27, 1.79, 9.18, 0.04, -0.01, -0.01
100, -0.25, 1.82, 9.74, 0.01, -0.02, -0.02
150, -1.27, 1.99, 9.63, 0.00, 0.03, 0.02
200, -1.08, 1.90, 9.43, -0.03, -0.02, -0.06
250, -0.24, 2.08, 10.54, -0.07, 0.04, -0.01
300, -1.44, 1.72, 8.73, -0.11, 0.05, -0.03
350, -0.63, 1.61, 9.61, 0.03, 0.35, -0.17
400, -0.26, 3.74, 16.28, -0.35, 0.31, 0.05
450, 2.70, 13.08, 43.14, -2.92, 0.16, 0.56
500, -4.07, 23.67, 25.88, -4.37, 1.47, -0.26
550, 1.06, 21.67, 3.01, -4.37, 1.95, -1.57
600, 2.94, 9.88, -14.37, -4.37, 0.97, -1.66
650, 6.35, -5.66, -29.08, -4.37, 1.12, -1.26
700, 5.83, -14.48, -27.97, 0.05, 0.04, 0.40
750, -2.26, -8.50, 1.85, 2.05, -0.05, 1.13
800, -7.76, -7.70, 7.98, 0.67, -0.03, 0.63
850, -5.85, -8.67, 4.91, -0.00, -0.08, -0.25
900, -0.02, -9.90, -0.77, -0.08, -0.19, -0.34
950, -0.79, -9.87, 2.55, 0.44, 0.11, 0.12
