Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.51, 1.79, 9.32, -0.06, 0.01, -0.01
50, -1.41, 1.91, 9.79, -0.09, 0.02, 0.00
100, -0.93, 1.76, 9.23, -0.08, -0.00, -0.02
150, -1.15, 2.29, 11.68, -0.22, -0.00, 0.01
200, -1.28, 1.59, 8.75, -0.34, 0.02, -0.05
250, -0.61, 2.13, 12.46, -0.49, 0.00, -0.03
300, -1.28, 3.20, 16.54, -1.15, 0.18, -0.06
350, -2.13, 3.90, 16.32, -2.31, 0.40, -0.15
400, -1.30, 4.69, 16.83, -3.20, 0.20, -0.27
450, -2.51, 4.60, 13.03, -4.36, 0.37, -0.45
500, -0.24, 3.06, 7.70, -4.37, 0.28, -0.69
550, -0.67, -1.19, 1.68, -4.34, 0.54, -0.63
600, 0.87, -3.79, 1.69, -4.04, 0.47, -0.59
650, -1.92, -6.57, -4.69, -3.65, 0.21, -0.61
700, 2.32, -10.89, -10.78, -2.25, 0.14, -0.39
750, 1.23, -11.60, -8.16, -0.13, 0.19, 0.41
800, -4.02, -9.39, 1.10, 0.49, -0.04, 0.38
850, -2.65, -9.35, 3.53, 0.33, -0.01, -0.02
900, -1.48, -9.30, 3.91, 0.03, -0.10, -0.06
950, -0.74, -10.02, 0.43, 0.03, -0.10, -0.05
