Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.41, 2.57, 13.39, -0.55, -0.01, -0.06
50, -0.89, 3.69, 18.62, -1.75, 0.30, 0.05
100, -0.34, 4.11, 16.07, -2.76, 0.43, -0.22
150, -2.04, 3.17, 11.69, -3.69, 0.48, -0.13
200, -2.14, 1.50, 8.66, -3.70, 0.21, -0.48
250, 1.05, -0.47, 7.30, -3.87, 0.16, -0.40
300, 0.14, -3.10, 3.60, -3.50, 0.39, -0.21
350, -0.09, -5.12, 1.89, -3.23, 0.34, -0.25
400, 0.35, -7.73, -0.47, -2.49, 0.47, -0.01
450, -1.91, -8.08, 1.25, -2.14, 0.43, 0.01
500, -2.96, -9.00, -1.05, -1.85, 0.38, -0.17
550, -2.41, -9.93, -3.11, -1.20, 0.22, -0.26
600, -0.91, -10.62, -5.22, -0.48, -0.16, -0.30
650, -0.08, -10.14, 0.77, 0.33, -0.05, -0.10
700, -0.19, -9.78, 1.28, 0.12, -0.10, 0.02
750, -1.03, -9.56, 3.88, 0.27, 0.07, 0.14
800, -1.50, -9.63, 1.65, -0.22, -0.03, 0.03
850, -1.45, -9.89, 1.39, 0.07, 0.03, 0.08
900, -1.79, -9.75, 0.95, 0.02, -0.04, 0.00
950, -1.71, -9.46, 3.03, -0.14, -0.09, -0.09
