Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.93, 3.02, 8.87, -0.03, -0.04, -0.06
50, 0.03, 2.93, 8.93, 0.04, -0.03, -0.03
100, -0.73, 3.19, 9.48, 0.03, -0.02, -0.01
150, -0.66, 3.61, 10.74, -0.04, -0.00, 0.01
200, -0.32, 3.07, 9.18, -0.18, -0.01, 0.01
250, -1.22, 3.02, 10.06, -0.12, 0.04, -0.09
300, 0.15, 3.60, 12.44, -0.29, 0.12, -0.05
350, -0.67, 4.51, 13.93, -0.69, 0.11, 0.07
400, -1.89, 3.88, 12.01, -1.13, 0.08, -0.11
450, 0.52, 1.94, 9.52, -1.26, 0.12, -0.17
500, -0.32, 0.58, 8.01, -0.93, 0.20, 0.02
550, -1.68, 1.16, 9.13, -0.71, 0.27, -0.00
600, -1.07, 0.93, 8.64, -0.66, 0.25, -0.13
650, -0.67, 0.43, 8.70, -0.62, 0.14, -0.01
700, -1.95, 0.34, 9.37, -0.69, 0.10, 0.04
750, -2.18, -0.89, 7.12, -0.56, 0.03, -0.14
800, -0.53, -1.69, 6.26, -0.24, 0.05, -0.09
850, -2.36, -0.39, 9.63, -0.08, -0.02, -0.01
900, -0.76, -0.39, 9.35, -0.32, 0.04, -0.14
950, -1.25, -1.30, 7.65, -0.26, -0.10, 0.02
