Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.53, 2.96, 9.17, 0.07, -0.04, -0.06
50, -0.37, 3.11, 9.29, 0.07, 0.01, 0.00
100, -0.17, 3.10, 9.33, -0.00, 0.05, -0.01
150, -0.64, 3.21, 9.52, 0.08, 0.06, 0.02
200, -0.81, 3.54, 11.41, -0.10, 0.13, -0.00
250, -0.73, 12.95, 36.85, -1.84, 0.19, 0.09
300, 2.88, 27.94, 39.62, -4.37, 1.90, -1.07
350, 3.64, 38.97, 3.94, -4.37, 1.72, -0.96
400, 1.70, 9.45, -23.48, -4.37, 1.21, -1.68
450, 3.37, -9.80, -28.52, -4.37, -0.26, -0.86
500, 3.63, -13.25, -22.60, -0.20, 0.30, 0.19
550, -3.14, -7.59, 2.77, 0.51, 0.03, 0.70
600, -5.97, -8.54, 0.10, 0.24, 0.03, 0.20
650, -2.03, -9.87, -0.50, 0.42, -0.14, -0.13
700, -2.28, -9.38, 2.77, 0.46, -0.06, -0.03
750, -1.70, -9.61, 2.23, 0.26, -0.10, -0.00
800, -1.30, -9.81, 1.35, 0.34, -0.07, 0.14
850, -2.53, -9.21, 3.25, 0.31, -0.04, 0.11
900, -2.55, -9.46, 1.24, 0.33, -0.11, 0.13
950, -2.10, -9.17, 1.49, 0.46, -0.19, 0.13
