Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.74, 5.70, 16.60, -0.96, -0.18, 0.07
50, -1.66, 8.52, 22.47, -2.76, 0.16, -0.10
100, -0.20, 10.43, 18.58, -4.37, 0.38, -0.23
150, -0.51, 1.47, -4.90, -4.37, 0.57, -0.17
200, -2.72, -3.11, 2.97, -1.66, -0.04, -0.26
250, -2.04, 5.33, 27.42, -3.75, -0.16, -0.28
300, 2.39, 4.17, 7.29, -4.37, 0.38, -0.60
350, 0.35, 3.77, 4.49, -4.37, 0.88, -0.37
400, 1.38, -1.44, -9.06, -4.37, 0.92, -0.76
450, 4.26, -11.48, -25.29, -3.54, 0.49, -0.14
500, -0.77, -11.40, -15.62, -0.28, 0.01, 0.43
550, -2.48, -8.73, -3.42, 0.45, -0.07, 0.41
600, -3.35, -9.28, -1.40, 0.40, -0.01, 0.09
650, -1.30, -10.19, -1.38, 0.60, -0.07, -0.06
700, -0.21, -9.85, 1.83, 0.52, -0.11, 0.07
750, -1.01, -9.61, 1.99, 0.23, 0.01, 0.14
800, -2.56, -10.35, -1.20, 0.06, 0.01, 0.07
850, -1.78, -9.65, 0.14, 0.41, -0.04, -0.02
900, -1.32, -9.79, -0.01, 0.14, -0.10, -0.02
950, -1.18, -10.18, -0.27, 0.03, -0.07, -0.03
