Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -1.49, 1.80, 8.54, 0.15, -0.09, 0.03
50, -0.86, 1.60, 8.58, 0.41, -0.07, -0.03
100, 0.00, 2.03, 10.14, 0.62, -0.15, 0.23
150, -2.92, 2.46, 8.26, 1.10, -0.23, -0.05
200, 1.52, 6.16, 19.31, 0.60, -0.23, 0.36
250, -4.34, 6.08, 15.41, -0.21, 0.21, 0.03
300, -0.75, 11.20, 27.88, -2.03, 0.35, -0.26
350, -1.95, 15.65, 25.22, -4.37, 0.78, -0.91
400, -1.77, 13.77, 2.11, -4.37, 1.11, -2.11
450, 7.76, -2.52, -15.38, -4.37, 0.03, -0.95
500, -3.93, -5.35, -3.26, -2.29, 0.22, -0.36
550, 3.63, -10.53, -8.57, -0.99, 0.01, -0.50
600, -1.44, -7.49, 2.35, 0.54, -0.08, 0.46
650, -3.73, -5.61, 8.16, 0.48, -0.18, -0.04
700, -0.44, -6.24, 7.82, 0.34, -0.03, -0.08
750, -1.93, -5.98, 8.08, 0.10, -0.02, 0.10
800, -1.39, -6.23, 7.95, 0.09, -0.00, 0.04
850, -1.17, -6.46, 6.83, 0.16, -0.05, 0.05
900, -2.47, -6.03, 7.97, 0.10, -0.06, 0.01
950, -1.19, -6.40, 7.17, 0.18, -0.09, 0.03
