Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 0.25, 2.30, 12.69, -1.09, 0.18, 0.03
50, -0.37, 0.83, 8.76, -1.26, 0.17, -0.06
100, 1.00, 0.30, 9.16, -0.91, 0.11, 0.06
150, -0.08, 2.67, 19.05, -1.55, 0.25, 0.09
200, -0.51, 4.81, 20.26, -3.19, 0.40, 0.06
250, -0.79, 4.60, 12.56, -4.37, 0.54, -0.18
300, 0.80, 1.08, 3.54, -4.37, 0.69, -0.26
350, 1.07, -4.87, -4.12, -3.73, 0.75, -0.33
400, 1.11, -8.40, -3.49, -2.36, 0.63, 0.09
450, -1.42, -9.03, -0.44, -1.33, 0.53, 0.31
500, -2.88, -8.18, 5.09, -1.02, 0.20, 0.29
550, -3.12, -8.12, 4.63, -1.35, 0.23, 0.03
600, -1.59, -9.30, 0.35, -1.29, 0.27, -0.06
650, -1.67, -10.25, -3.45, -0.75, 0.14, 0.06
700, -2.29, -10.45, -3.38, 0.27, 0.03, 0.15
750, -2.88, -8.43, 6.79, 0.26, -0.02, 0.07
800, -1.96, -9.54, 2.21, -0.01, -0.00, -0.01
850, -1.66, -9.30, 2.73, -0.05, 0.05, 0.09
900, -3.17, -9.40, 1.84, -0.02, -0.00, 0.04
950, -2.05, -9.28, 3.04, 0.04, -0.02, -0.02
