Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.16, 2.58, 9.98, -0.13, -0.01, -0.05
50, 0.10, 3.61, 13.25, -0.35, 0.04, 0.04
100, 0.13, 6.97, 22.72, -1.68, -0.03, 0.18
150, 0.33, 12.48, 26.42, -4.37, 0.50, -0.05
200, -1.47, 13.89, 14.99, -4.37, 0.24, -0.05
250, -0.52, 12.22, 7.29, -4.37, 0.88, -0.80
300, 5.03, 2.71, -6.53, -4.37, 0.78, -0.37
350, 2.28, -6.31, -13.13, -4.37, 1.02, -0.10
400, 0.33, -11.09, -14.44, -2.30, 0.49, 0.37
450, -3.20, -9.60, -5.58, -0.78, 0.01, 0.39
500, -3.12, -9.31, -2.49, -0.48, -0.04, 0.17
550, -2.89, -9.68, -3.04, -0.07, -0.08, -0.02
600, -1.36, -9.29, 0.40, 0.05, -0.07, -0.03
650, -0.84, -10.42, -2.44, 0.02, -0.05, 0.01
700, -1.91, -9.68, 0.99, 0.24, -0.09, 0.13
750, -2.66, -9.66, 1.23, 0.07, -0.11, 0.00
800, -1.03, -10.08, 0.30, 0.17, -0.10, -0.05
850, -1.89, -9.62, 1.56, 0.03, -0.01, 0.01
900, -1.29, -10.32, -0.79, 0.10, -0.04, 0.00
950, -2.06, -9.65, 0.62, 0.26, -0.03, 0.02
