Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.43, 1.51, 9.51, -0.01, -0.01, -0.04
50, -0.33, 1.52, 8.99, 0.01, -0.01, 0.01
100, -0.40, 1.84, 10.54, -0.06, 0.02, -0.02
150, 0.03, 2.14, 12.22, -0.25, 0.09, -0.02
200, -0.64, 2.18, 12.08, -0.64, 0.22, -0.03
250, 1.40, 4.24, 20.14, -1.44, 0.28, 0.10
300, -0.67, 7.84, 24.08, -3.47, 0.28, 0.35
350, -1.50, 8.48, 14.48, -4.37, 0.56, -0.15
400, 1.31, 6.38, 7.19, -4.37, 0.76, -0.35
450, -0.10, 0.95, -2.08, -4.37, 1.31, -0.45
500, 2.32, -7.03, -10.60, -3.94, 0.90, -0.25
550, 1.39, -11.63, -13.83, -1.59, 0.60, 0.36
600, -2.94, -9.44, 1.62, 0.14, 0.36, 0.78
650, -6.72, -7.83, 5.65, -0.55, 0.11, 0.39
700, -4.84, -8.84, 2.87, -0.78, 0.07, -0.20
750, -1.69, -10.48, -4.27, -0.29, -0.10, -0.29
800, -0.82, -9.39, 3.23, 0.42, 0.01, 0.01
850, -2.68, -9.14, 3.43, 0.23, 0.05, 0.08
900, -2.48, -8.80, 4.77, -0.09, -0.01, 0.01
950, -1.88, -9.90, -0.56, 0.16, 0.00, 0.08
