Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.58, 4.16, 16.09, -1.14, -0.01, -0.04
50, 0.14, 4.13, 16.00, -2.38, 0.50, -0.09
100, 1.70, 5.21, 17.06, -3.44, 0.52, -0.01
150, -0.80, 3.90, 8.70, -4.25, 0.57, 0.09
200, -0.55, 0.51, 5.34, -3.86, 0.60, -0.10
250, -0.94, -3.02, 0.79, -3.50, 0.45, -0.05
300, -1.51, -5.13, 3.95, -2.69, 0.48, -0.06
350, 0.46, -6.04, 4.84, -2.60, 0.27, 0.11
400, -1.93, -7.36, 1.23, -2.26, 0.54, 0.20
450, -2.20, -8.88, -1.77, -1.79, 0.40, 0.15
500, -2.84, -9.78, -1.91, -0.89, 0.25, 0.18
550, -4.26, -9.66, -0.90, -0.28, 0.26, -0.01
600, -3.26, -9.49, 1.19, 0.13, 0.10, -0.22
650, -1.42, -9.24, 2.95, 0.18, -0.08, -0.22
700, -0.84, -9.06, 4.29, 0.10, 0.06, 0.00
750, -1.82, -9.35, 2.19, -0.04, 0.07, 0.09
800, -2.38, -9.25, 2.50, 0.12, -0.00, 0.11
850, -3.53, -8.79, 4.22, 0.05, -0.01, 0.02
900, -2.06, -9.27, 2.28, 0.02, -0.04, -0.07
950, -1.93, -9.17, 3.18, 0.07, 0.02, 0.04
