Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -1.10, 2.39, 10.23, -0.06, 0.00, 0.00
50, -0.02, 2.09, 9.65, -0.08, 0.11, -0.02
100, -0.78, 2.15, 8.18, 0.04, -0.05, -0.02
150, -0.18, 2.51, 10.23, 0.00, -0.02, -0.05
200, -0.15, 2.22, 8.71, 0.02, 0.01, -0.02
250, -0.16, 2.34, 10.26, -0.05, 0.06, -0.03
300, -0.44, 2.14, 8.72, -0.06, 0.02, -0.01
350, 0.13, 2.22, 9.52, 0.01, -0.02, -0.03
400, -0.35, 2.26, 9.13, 0.04, 0.05, 0.07
450, -0.89, 2.50, 11.12, -0.05, 0.05, 0.01
500, -0.81, 1.93, 7.90, -0.03, 0.27, -0.11
550, -0.10, 2.48, 7.06, 0.54, 0.64, -0.17
600, 4.64, 11.38, 40.88, -1.19, -0.30, 0.95
650, -7.88, 29.56, 49.22, -4.37, 1.65, -1.01
700, 10.37, 28.43, -2.02, -4.37, 1.94, -1.49
750, 3.72, 7.10, -27.09, -4.37, 1.63, -1.06
800, 2.85, -11.32, -33.95, -2.82, 0.54, -0.42
850, 0.73, -10.86, -14.51, 1.94, -0.28, 0.77
900, -5.08, -6.10, 13.69, 2.37, -0.22, 0.72
950, -7.99, -6.09, 18.01, 0.11, -0.05, 0.08
