Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.45, 4.01, 10.81, -0.28, 0.04, -0.06
50, -1.04, 7.17, 20.61, -1.22, 0.02, 0.09
100, -1.63, 12.12, 26.87, -3.73, 0.44, -0.26
150, 1.64, 16.63, 20.17, -4.37, 0.64, -0.23
200, -1.83, 16.57, 8.41, -4.37, 1.03, -0.47
250, 0.96, 7.27, -4.62, -4.37, 0.88, -0.95
300, 1.13, -5.32, -14.62, -4.37, 0.67, -0.58
350, 2.77, -11.56, -14.84, -2.40, 0.62, -0.02
400, -3.20, -9.31, -2.58, -0.87, 0.33, 0.35
450, -4.11, -9.68, -3.19, -0.66, 0.06, 0.08
500, -3.31, -9.56, -1.18, -0.20, 0.00, -0.16
550, -1.27, -9.81, -1.15, -0.08, -0.02, -0.15
600, -1.20, -9.37, 0.32, 0.19, -0.02, 0.03
650, -2.49, -9.26, 1.68, 0.08, -0.03, -0.02
700, -1.30, -10.07, 0.05, 0.24, -0.04, 0.02
750, -2.10, -9.84, 1.52, 0.07, -0.01, 0.10
800, -2.65, -9.70, 1.26, 0.13, -0.06, 0.05
850, -2.77, -9.37, 1.73, 0.04, -0.06, -0.04
900, -1.00, -10.05, -0.03, 0.16, -0.12, -0.00
950, -2.07, -9.60, 0.80, 0.28, -0.11, 0.10
