Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -1.46, 3.62, 9.46, 0.06, -0.18, -0.04
50, -0.74, 3.51, 9.60, 0.10, -0.19, -0.07
100, -0.12, 4.83, 13.65, -0.22, -0.21, 0.02
150, -1.50, 4.67, 12.14, -0.79, -0.21, 0.13
200, -2.18, 3.84, 10.99, -0.90, -0.11, -0.19
250, 0.26, 3.11, 10.13, -0.79, 0.09, -0.20
300, -0.54, 3.13, 10.71, -0.90, 0.11, -0.06
350, -0.60, 2.69, 10.00, -0.97, 0.19, -0.19
400, -0.44, 2.14, 9.78, -1.20, 0.13, -0.13
450, -0.27, 0.49, 6.77, -1.22, 0.07, -0.07
500, -1.59, -0.02, 7.77, -0.90, -0.00, 0.02
550, -1.63, -0.62, 6.70, -0.86, -0.00, -0.19
600, 0.17, -1.26, 7.26, -0.54, -0.11, -0.14
650, -1.39, -1.06, 8.38, -0.43, -0.08, -0.04
700, -0.90, -1.66, 7.19, -0.25, -0.06, -0.08
750, -1.04, -1.44, 8.53, -0.09, -0.02, 0.01
800, -0.73, -1.54, 8.22, 0.03, -0.01, -0.06
850, -0.71, -1.17, 10.08, 0.12, -0.03, 0.04
900, -1.42, -1.06, 9.85, 0.06, -0.01, 0.01
950, -0.69, -0.82, 10.63, 0.01, -0.03, -0.07
