Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, -0.51, 3.49, 11.94, -0.20, -0.05, 0.04
50, -0.47, 4.78, 16.15, -0.74, 0.14, -0.09
100, -2.39, 7.02, 18.50, -2.51, 0.29, 0.03
150, -0.43, 3.62, 10.45, -2.66, 0.65, -0.70
200, -1.64, -0.85, 0.55, -2.15, -0.10, -0.55
250, 3.54, -2.91, 4.46, -0.68, -0.18, -0.07
300, -1.62, -1.61, 9.34, -0.40, 0.04, 0.25
350, -1.77, -1.24, 10.16, -0.53, 0.20, -0.06
400, -0.11, -2.50, 6.94, -0.70, 0.07, -0.10
450, -0.31, -2.72, 7.29, -0.32, -0.01, 0.18
500, -1.45, -3.02, 8.09, -0.37, -0.12, 0.08
550, -1.70, -2.68, 8.88, -0.09, 0.03, 0.09
600, -1.56, -2.64, 8.71, -0.33, -0.03, -0.01
650, -0.65, -2.99, 7.92, -0.12, 0.13, -0.06
700, -0.82, -2.93, 8.42, -0.10, 0.01, 0.12
750, -1.69, -2.91, 8.07, 0.01, 0.10, -0.01
800, -0.54, -2.95, 8.61, 0.11, 0.05, 0.10
850, -1.89, -2.67, 8.63, 0.17, -0.02, 0.04
900, -0.91, -2.41, 10.17, 0.09, -0.04, 0.01
950, -1.62, -2.52, 9.42, 0.02, 0.01, 0.00
