Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 0.97, 7.66, 22.75, -1.83, 0.32, 0.17
50, 0.02, 10.10, 20.84, -3.99, 0.84, -0.16
100, 0.04, 12.39, 16.01, -4.37, 0.69, 0.02
150, -2.70, 10.41, 7.01, -4.37, 0.90, -0.32
200, -1.66, 2.64, -4.66, -4.37, 1.18, -1.04
250, 1.47, -8.09, -13.31, -4.16, 0.16, -0.61
300, 0.59, -11.09, -8.73, -1.84, 0.45, -0.18
350, -1.77, -9.32, -1.13, -0.68, 0.20, 0.11
400, -2.33, -9.39, -0.56, -0.62, -0.00, 0.07
450, -1.98, -10.15, -2.32, 0.05, -0.07, 0.03
500, -1.91, -8.78, 3.79, 0.15, -0.05, -0.03
550, -1.48, -10.25, -0.07, 0.08, -0.06, -0.00
600, -1.58, -9.16, 3.73, 0.35, -0.08, -0.03
650, -1.56, -9.21, 4.36, -0.04, -0.03, 0.00
700, -2.14, -9.85, 1.05, 0.08, 0.01, 0.03
750, -3.65, -8.45, 5.60, 0.05, 0.13, -0.22
800, -2.08, -9.77, 1.51, -0.25, -0.12, -0.31
850, -0.08, -10.08, 0.39, 0.13, -0.09, -0.27
900, -0.22, -8.92, 4.81, 0.19, 0.02, -0.08
950, -0.40, -9.93, 1.33, 0.03, 0.01, 0.11
