Time, AccX, AccY, AccZ, GyroX, GyroY, GyroZ
0, 0.09, 3.68, 13.68, -0.29, 0.05, 0.01
50, 0.13, 12.32, 36.61, -2.36, -0.34, 0.34
100, -6.38, 17.70, 21.05, -4.37, 0.95, -0.43
150, 0.80, 14.59, 7.26, -4.37, -0.35, -0.89
200, 5.44, 5.98, -1.54, -4.37, 0.40, -0.51
250, 2.06, -2.41, -9.55, -4.37, 0.86, 0.03
300, 0.86, -7.99, -10.60, -3.74, 0.85, 0.13
350, -1.47, -9.76, -9.93, -2.07, 0.31, 0.34
400, -2.89, -9.61, -5.46, -1.04, 0.09, 0.19
450, -1.78, -10.52, -6.03, -0.29, -0.09, 0.15
500, -3.17, -9.48, -1.46, 0.10, -0.07, -0.02
550, -0.64, -9.76, -0.49, 0.13, -0.08, -0.11
600, -1.00, -10.31, -1.46, 0.22, -0.08, 0.06
650, -1.38, -9.53, 1.53, 0.35, -0.02, 0.08
700, -1.83, -9.70, 1.28, 0.08, 0.04, 0.06
750, -1.70, -10.07, 0.48, 0.06, -0.08, 0.02
800, -2.21, -9.55, 1.31, 0.16, 0.01, -0.06
850, -1.43, -10.32, -0.63, -0.05, -0.03, -0.05
900, -1.38, -9.63, 1.69, 0.19, 0.01, -0.07
950, -1.13, -10.02, -0.14, 0.01, -0.05, 0.03
